PM2.5_mean,PM2.5_median,PM2.5_std,PM2.5_max,PM2.5_min,PM2.5_q1,PM2.5_q3,PM2.5_trend,PM2.5_exceedance,PM10_mean,PM10_median,PM10_std,PM10_max,PM10_min,PM10_q1,PM10_q3,PM10_trend,PM10_exceedance,O3_mean,O3_median,O3_std,O3_max,O3_min,O3_q1,O3_q3,O3_trend,O3_exceedance,NO2_mean,NO2_median,NO2_std,NO2_max,NO2_min,NO2_q1,NO2_q3,NO2_trend,NO2_exceedance,SO2_mean,SO2_median,SO2_std,SO2_max,SO2_min,SO2_q1,SO2_q3,SO2_trend,SO2_exceedance,CO_mean,CO_median,CO_std,CO_max,CO_min,CO_q1,CO_q3,CO_trend,CO_exceedance,NOx_mean,NOx_median,NOx_std,NOx_max,NOx_min,NOx_q1,NOx_q3,NOx_trend,NOx_exceedance,corr_PM2.5_PM10,corr_PM2.5_O3,corr_PM2.5_NO2,corr_PM2.5_SO2,corr_PM2.5_CO,corr_PM2.5_NOx,corr_PM10_O3,corr_PM10_NO2,corr_PM10_SO2,corr_PM10_CO,corr_PM10_NOx,corr_O3_NO2,corr_O3_SO2,corr_O3_CO,corr_O3_NOx,corr_NO2_SO2,corr_NO2_CO,corr_NO2_NOx,corr_SO2_CO,corr_SO2_NOx,corr_CO_NOx,station
10.282503457814661,9.0,6.99422293410243,60.0,0.0,6.0,13.0,-0.00045592058261114483,38.00138312586445,19.742873629544142,18.0,11.417842317645164,86.0,0.0,12.0,26.0,-0.00037955723868402403,42.80438545874207,27.049750493211096,27.4,16.425126316447734,114.4,0.0,14.5,36.8,-0.0005797914712985957,0.05802483462922131,14.593272348309403,13.2,7.899113310880431,71.1,2.0,9.0,18.4,-0.00043050095990051097,1.0189902732746643,1.0403293622985283,0.9,0.7231694843902585,11.3,0.0,0.6,1.3,-2.8496655961072826e-05,0.0,0.3815660985720866,0.34,0.1957516607767276,2.26,0.1,0.26,0.44,-1.449494873057225e-05,0.0,17.6429249652617,15.4,11.008498536670983,112.3,2.4,10.5,21.8,-0.0005907621466660114,4.12227883279296,0.8320263055722856,-0.012710887163087133,0.4569465950653061,0.3259630624741351,0.44603947560707885,0.3904897607781497,-0.14386579317953763,0.4396585777224326,0.33418037971802367,0.4398507517636988,0.4081289888383675,-0.6002406914126949,0.026425712919599366,-0.42426004840775994,-0.5587989358098857,0.23999309741079033,0.834092398431408,0.9115217262780401,0.15196750597161854,0.17785961398372008,0.9542198019464401,板橋
17.358534055549153,15.0,13.460315202352621,105.0,0.0,7.0,25.0,-0.0016104763130626977,62.61380661518958,35.39939905235178,31.0,19.89170285490758,162.0,1.0,20.0,48.0,-0.0005822617813930064,74.28637466774529,27.66600254836094,23.7,18.700282094577247,98.1,0.0,13.5,37.7,0.00020547161450867608,0.0,9.803967039434962,8.7,5.539739215178996,37.2,0.0,5.4,13.3,-0.0004113608885264484,0.0,2.298057354301573,1.9,1.8354355615734055,74.8,0.0,1.4,2.6,-4.9571178835413767e-05,0.011563367252543942,0.28629570016095657,0.28,0.12930249916767975,0.92,0.04,0.19,0.36,-8.016871441481573e-06,0.0,11.289864626250735,9.9,6.4209709883867685,49.2,1.2,6.2,15.0,-0.0004944622604801449,0.1294879340788699,0.9033371736641999,0.1359929171024181,0.5690910595857618,0.25096928863728996,0.789690556516305,0.5578084788999143,0.10164116926944888,0.48612693584527045,0.23753329091050077,0.7222798198930709,0.47978121879899166,-0.2397704286055767,-0.01926089851579089,0.08272533553231343,-0.2558173969706446,0.41309097576813086,0.7995727370284698,0.9919123067519091,0.3487358968134279,0.3934356117113455,0.79656813363081,嘉義
11.931465617040981,10.0,8.213952995181362,71.0,0.0,7.0,15.0,-0.0005078254952195912,45.56610326464459,20.67345050878816,18.0,11.981367666724005,101.0,0.0,12.0,27.0,-0.00029512999046092295,42.934782608695656,32.52548678720445,34.2,15.733632043063523,92.9,0.0,21.8,42.1,-0.00035456998417006006,0.0,7.403344988344988,6.1,4.917738147229135,51.4,0.5,4.0,9.3,-0.00012266755734892515,0.03496503496503497,1.0846325953838907,1.0,0.5307595222676783,8.1,0.0,0.7,1.4,-8.068656960344178e-07,0.0,0.20630850818538157,0.19,0.09001037423369908,1.2,0.05,0.15,0.25,-4.916438395439043e-06,0.0,8.74537296037296,7.2,6.163340622973334,119.4,1.0,4.8,10.7,-0.00016051731412937813,0.4079254079254079,0.8769731446805172,-0.07082219444530066,0.5188819211218575,0.19593535443889562,0.7184756102674287,0.4703072741417388,-0.022676725631342383,0.4506154803455625,0.2310993876667857,0.6389950558026085,0.4098109742780568,-0.6741547804756634,0.007049092139476573,-0.2006853058113007,-0.6719167361810584,0.25057701651623626,0.7282068853025659,0.9772967965709302,0.22168038271080365,0.22103879446912114,0.7179404363200504,湖口
9.93195780688536,9.0,6.641798536384431,64.0,0.0,6.0,13.0,-0.00042926396446819713,37.962211661064096,20.692094313453538,19.0,10.571901951420058,88.0,0.0,13.0,26.0,0.00019824560321989008,45.619509939898286,30.78973911017936,34.4,16.830464174934978,93.4,0.0,16.0,42.975,-9.34202997790919e-05,0.0,7.910389610389611,5.9,5.96387527400701,42.5,0.4,3.6,10.5,-0.00045310801555106225,0.046800046800046805,0.9862839958158997,0.8,0.832986510119424,13.6,0.0,0.5,1.3,-2.0402472554306883e-06,0.0,0.2759937274944825,0.25,0.13208775232048411,1.79,0.07,0.18,0.33,-2.1268852370350205e-05,0.0,9.791786591786591,7.0,8.120660235788444,80.3,1.0,4.4,12.5,-0.0005316268842588625,1.0062010062010063,0.752598246359991,0.12482252465092984,0.24207315946013178,0.157684786123148,0.43011625688671423,0.22161803309785338,0.13357294524683685,0.10530594333223235,0.053278334640559706,0.22294071258856515,0.10173067142531893,-0.6377296662066246,-0.07933926439546941,-0.31253361490630654,-0.6156721084455655,0.24627150023130115,0.7275249613975192,0.9270782022184412,0.11995122859154454,0.22657760007754013,0.7388661185313804,基隆
17.333103130755063,15.0,11.779990914711695,84.0,0.0,8.0,24.0,-0.0009862451039374812,65.6767955801105,35.905195254003,33.0,20.607340402901478,136.0,0.0,19.0,50.0,-0.00015733190861890372,71.35122681718697,27.068042671614098,21.6,20.549499586963595,114.6,0.0,11.174999999999999,39.7,0.0003500198668221787,0.057977736549165125,13.437174290677474,12.8,6.312434829330485,54.1,1.7,8.7,17.2,-0.0002626580356542324,0.13896931094383322,1.836915399791111,1.7,0.9424207168921598,12.0,0.0,1.2,2.2,-1.4029372905420616e-05,0.0,0.3082232976149326,0.3,0.12458748767132237,1.02,0.07,0.22,0.38,-8.84920920954243e-06,0.0,15.897243775332946,14.6,8.337949703487473,86.2,1.9,10.0,19.9,-0.00032007296791526836,1.4823393167342211,0.9059743725387436,0.21508841821238847,0.5094481847038875,0.09216267848042259,0.8015151797281738,0.39759593080185324,0.2258809940065775,0.5093132342588437,0.1143409301836125,0.7515329127210729,0.3974320803166973,-0.33696089115863426,-0.0748652361923024,0.01951343401824483,-0.438186122904676,0.2867098960567794,0.7469588124398834,0.9464522995544431,0.1249092746808456,0.31493356433746283,0.6806996020356486,楠梓
9.187340893311733,8.0,7.417865427768382,65.0,0.0,4.0,12.0,-0.0008825337925564287,33.09419115945383,20.804034582132566,20.0,12.039238722807214,108.0,0.0,12.0,27.0,-0.00019109341181101395,47.93083573487032,27.945718264098396,29.9,17.547700620113684,129.0,0.0,13.5,38.6,-0.00023293350828924565,0.09282896263634255,13.14423188405797,11.7,7.2458374700155925,60.5,1.7,8.1,16.4,-0.0003651945384945286,0.5681159420289855,0.8389965652600588,0.7,0.6538923422687423,7.2,0.0,0.4,1.1,-1.445591075636154e-06,0.0,0.34922456504205557,0.31,0.16590986650165285,2.11,0.09,0.24,0.42,-1.4780298758950075e-05,0.0,16.521147826086956,13.5,11.546277009038533,139.7,2.3,9.3,20.1,-0.0005424055927309849,4.231884057971015,0.7996597201452796,-0.20916857685368,0.5673578039061473,0.21890668697776697,0.6375594798704451,0.5126012205092548,-0.2919301109019136,0.49567824749861394,0.18590272593202464,0.504329420310107,0.4611799644471854,-0.7046038881508384,0.05820778322543701,-0.5000573191260584,-0.7324956131953546,0.0918045008066475,0.8460770395213202,0.944430985829548,0.10282888843997086,0.061889860060382135,0.8798437055966909,土城
21.410200069388228,19.0,13.150383269186642,113.0,0.0,11.0,29.0,-0.0010625245678959401,76.87059095640106,37.42214772858629,35.0,22.661624426552518,520.0,0.0,21.0,50.0,-0.000793799942296906,75.93341810195354,26.068294692244322,20.2,19.789629033297206,110.5,0.0,11.0,38.0,0.0004450131498692887,0.08238201718253502,13.28961341406614,12.1,7.285851829330806,54.3,1.1,8.0,17.3,-0.0003687230949592799,0.39590125756870054,1.9590541165587416,1.4,2.064629078336821,47.1,0.0,1.0,2.1,-8.934344878360335e-05,0.011563367252543942,0.31189260969976906,0.3,0.1557458699169637,1.66,0.05,0.2,0.39,-9.82844638681366e-06,0.0,15.492163483931064,13.8,8.806378569924311,71.8,1.4,9.5,19.5,-0.0005000265131570855,2.03772706101537,0.8925548414919888,0.1420987718843632,0.6530900426658632,0.1928600822041069,0.8117068452144196,0.6288776674798906,0.18276723151535634,0.7071366260397035,0.263297747064714,0.8144327819523824,0.6694440992794037,-0.2133741542864868,0.053350385578033975,-0.012482739663038804,-0.260447420668881,0.28665308825695235,0.8454455431029696,0.9848276111762526,0.23329081218169134,0.28032579416574854,0.8293486134834815,大寮
18.46178674351585,17.0,13.277538756270392,108.0,0.0,8.0,26.0,-0.0010436333727249754,67.10086455331412,34.23028901734104,31.0,20.657888426742193,173.0,0.0,17.0,48.0,-0.0006647791090171042,67.81502890173411,27.06575374260183,21.5,19.167432365713225,105.4,0.0,12.4,39.4,0.0005747686539658343,0.02320993385168852,13.661294862772696,12.2,8.258745727295425,63.4,0.0,7.4,18.4,-0.00035031669954823996,0.7741027445460943,1.5272695367337388,1.3,2.1591306773914365,115.9,0.0,0.9,1.8,-1.4771216155205718e-05,0.04679457182966776,0.44801844380403455,0.41,0.2470902335615424,2.07,0.06,0.27,0.57,-1.1893733795914593e-05,0.0,16.504011259676286,14.1,10.670350767660668,103.1,0.3,8.9,21.4,-0.00041791176148682236,3.4130893736805064,0.9270798693353334,0.1272702502512922,0.6248802843039626,0.02887678636955406,0.734391722665843,0.5443221334654194,0.10493147250376832,0.6595729512441993,0.11555581866355664,0.7379964696310874,0.5784086912337214,-0.3357378588869261,-0.15980760367906185,-0.10975573216316707,-0.3499417458887177,0.17803345099380327,0.8126987921621802,0.9653284860090516,0.1197879911272675,0.16708088793176043,0.8187742518509566,復興
9.426023084994753,8.0,7.05757821367991,70.0,0.0,5.0,12.0,-0.00024310010651826751,35.65349189693366,30.037674418604652,26.0,17.48308748705569,159.0,0.0,17.0,40.0,0.0005200218981853618,65.44186046511628,44.65367664388404,47.8,15.120383297988667,115.4,5.5,34.2,53.6,-0.0007689210219561837,0.14140938015555032,2.2997162114224903,1.4,2.3546416192045694,23.9,0.0,0.9,2.8,-9.12734784736842e-05,0.0,0.3537812128418549,0.2,0.4649427818774393,6.5,0.0,0.1,0.5,-2.0182544204138903e-05,0.0,0.14106138706654173,0.13,0.06179616232967755,0.62,0.0,0.1,0.17,-6.292136802984717e-06,0.0,2.5061487525127113,1.5,2.7654240346870154,34.0,0.0,0.9,3.0,-0.00010532870297307227,0.0,0.7384085475236266,0.4360314841916113,-0.01968515490166641,0.02665293079723167,0.5618546851931475,-0.026066120827738324,0.5482493752418791,-0.25192758440352087,-0.1766555819772359,0.3105859640672605,-0.2596375641365415,-0.5934897342481374,-0.3049777908328236,0.26814898891917316,-0.5959337879198799,0.4901667386415952,0.3208019140045521,0.9978940213088744,0.12523856056505142,0.4920917166464073,0.3162744665970854,富貴角
18.492145992145993,16.0,12.932121802101795,87.0,0.0,8.0,26.0,-0.0010462813623306646,66.43566643566643,31.94702139965298,28.0,19.50217835944404,236.0,0.0,17.0,44.0,-0.0006240913200717275,66.3157894736842,29.56776965052827,22.6,23.481186119397425,130.1,0.0,11.0,43.9,8.652512789499192e-05,0.812724950655985,7.174149580615097,6.2,4.58063325835229,39.9,0.0,3.8,9.5,-0.000315086242850781,0.0,1.3822253488099425,1.1,1.0560161223929536,13.3,0.0,0.7,1.7,-8.92383319019428e-05,0.0,0.2540854010386613,0.25,0.12007709429820007,0.95,0.04,0.15,0.33,-8.466718413546983e-06,0.0,8.144967381174279,7.1,4.941440189855037,46.6,0.8,4.5,10.6,-0.0003510518052137346,0.06989748369058714,0.8779778883077354,0.3278763618167355,0.6523466592028911,0.5104135567896247,0.8765532379266965,0.612785530164048,0.29790068899904526,0.6195964922533582,0.4641498170255621,0.791636366975105,0.5816761348325243,-0.08225715163859097,0.22537565162633386,0.24986092414315791,-0.10848128010387709,0.5378112564857109,0.7818503475352253,0.983997651522508,0.5230253518478538,0.5314005732535851,0.7501672415486348,潮州
